year,"title"
2016,"Medical Care Research and Review"
2016,"Medicine (United States)"
2016,"Nicotine and Tobacco Research"
2016,"Nursing Economics"
2016,"Nutrition and Cancer"
2016,"Obesity"
2016,"Otology and Neurotology"
2016,"Pennsylvania Geographer"
2016,"Polish Journal of Environmental Studies"
2016,"Preventing Chronic Disease"
2016,"Public Opinion Quarterly"
2016,"Research in Social Problems and Public Policy"
2016,"Risk, Hazards and Crisis in Public Policy"
2016,"Rural and Remote Health"
2016,"Rural Education Research in the United States: State of the Science and Emerging Directions"
2016,"Rural Housing, Exurbanization, and Amenity-Driven Development: Contrasting the 'Haves' and the 'Have Nots'"
2016,"Society and Natural Resources"
2016,"Southeastern Geographer"
2016,"Women's Health Issues"
2017,"2015 Annual Competitiveness Analysis, Agricultural Productivity and Development Vision for ASEAN-10"
2017,"2017 ASABE Annual International Meeting"
2017,"2017 Conference on Information and Communication Technology, CICT 2017"
2017,"2017 IEEE Life Sciences Conference, LSC 2017"
2017,"3 Biotech"
2017,"3rd IMEKOFOODS Conference: Metrology Promoting Harmonization and Standardization in Food and Nutrition"
2017,"67th Annual Conference and Expo of the Institute of Industrial Engineers 2017"
2017,"6th CSCE-CRC International Construction Specialty Conference 2017 - Held as Part of the Canadian Society for Civil Engineering Annual Conference and General Meeting 2017"
2017,"A Review of the Environmental Protection Agency's Science to Achieve Results Research Program"
2017,"A+BE Architecture and the Built Environment"
2017,"Abnormal Psychology in Context: The Australian and New Zealand Handbook"
2017,"Academic Pediatrics"
2017,"ACM Transactions on Computer-Human Interaction"
2017,"ACME"
2017,"ACS Sustainable Chemistry and Engineering"
2017,"Acta Agriculturae Slovenica"
2017,"Acta Horticulturae"
2017,"Acta Oto-Laryngologica"
2017,"Acta Tropica"
2017,"Addiction"
2017,"Advances in Agricultural Animal Welfare: Science and Practice"
2017,"Advances in Agronomy"
2017,"Advances in Child Development and Behavior"
2017,"Advances in Environmental Biotechnology"
2017,"Advances in Experimental Medicine and Biology"
2017,"Advances in Food and Nutrition Research"
2017,"Advances in Food Security and Sustainability"
2017,"Advances in Geographic Information Science"
2017,"Advances in Intelligent Systems and Computing"
2017,"Advances in Librarianship"
2017,"Advances in Medical Sociology"
2017,"Advances in Nutrition"
2017,"Advances in the Assessment of Dietary Intake"
2017,"Advances in Water Resources"
2017,"AERA Open"
2017,"African Entomology"
2017,"African Journal of Food, Agriculture, Nutrition and Development"
2017,"After Prison: Navigating Employment and Reintegration"
2017,"AgBioForum"
2017,"Ageing and Society"
2017,"Agrekon"
2017,"Agribusiness"
2017,"Agricultural and Environmental Letters"
2017,"Agricultural and Food Economics"
2017,"Agricultural and Forest Meteorology"
2017,"Agricultural and Resource Economics Review"
2017,"Agricultural Commodities"
2017,"Agricultural Economics (Czech Republic)"
2017,"Agricultural Economics (United Kingdom)"
2017,"Agricultural Engineering International: CIGR Journal"
2017,"Agricultural Finance Review"
2017,"Agricultural History"
2017,"Agricultural Systems"
2017,"Agricultural Trade and Policy in China: Issues, Analysis and Implications"
2017,"Agricultural Water Management"
2017,"Agriculture (Switzerland)"
2017,"Agriculture and Food Security"
2017,"Agriculture and Human Values"
2017,"Agriculture and Rural Development in a Globalizing World: Challenges and Opportunities"
2017,"Agriculture, Ecosystems and Environment"
2017,"Agroecology and Sustainable Food Systems"
2017,"Agronomy"
2017,"Agronomy for Development: The Politics of Knowledge in Agricultural Research"
2017,"Agronomy for Sustainable Development"
2017,"Agronomy Journal"
2017,"Agronomy Research"
2017,"AHURI Final Report"
2017,"AIDS and Behavior"
2017,"AIMS Agriculture and Food"
2017,"AIP Conference Proceedings"
2017,"Alcoholism: Clinical and Experimental Research"
2017,"Allergy and Allergen Immunotherapy: New Mechanisms and Strategies"
2017,"AMA, Agricultural Mechanization in Asia, Africa and Latin America"
2017,"Amerasia Journal"
2017,"American Economic Journal: Economic Policy"
2017,"American Economic Review"
2017,"American Family Physician"
2017,"American Indian Culture and Research Journal"
2017,"American Journal of Agricultural Economics"
2017,"American Journal of Clinical Nutrition"
2017,"American Journal of Drug and Alcohol Abuse"
2017,"American Journal of Education"
2017,"American Journal of Emergency Medicine"
2017,"American Journal of Epidemiology"
2017,"American Journal of Health Behavior"
2017,"American Journal of Health Education"
2017,"American Journal of Health Promotion"
2017,"American Journal of Human Biology"
2017,"American Journal of Industrial Medicine"
2017,"American Journal of Infection Control"
2017,"American Journal of Kidney Diseases"
2017,"American Journal of Lifestyle Medicine"
2017,"American Journal of Medicine"
2017,"American Journal of Obstetrics and Gynecology"
2017,"American Journal of Pharmaceutical Education"
2017,"American Journal of Physiology - Lung Cellular and Molecular Physiology"
2017,"American Journal of Potato Research"
2017,"American Journal of Preventive Medicine"
2017,"American Journal of Public Health"
2017,"American Journal of Roentgenology"
2017,"American Journal of Speech-Language Pathology"
2017,"American Journal of Surgery"
2017,"American Journal of Veterinary Research"
2017,"American Surgeon"
2017,"Analytical Methods"
2017,"Anesthesia and Analgesia"
2017,"Animal"
2017,"Animal Frontiers"
2017,"Animal Production Science"
2017,"Animal Reproduction Science"
2017,"Animal Science Journal"
2017,"Animals"
2017,"Animals and Human Society"
2017,"Annals of Anthropological Practice"
2017,"Annals of Emergency Medicine"
2017,"Annals of Epidemiology"
2017,"Annals of Family Medicine"
2017,"Annals of Internal Medicine"
2017,"Annals of Regional Science"
2017,"Annals of Surgery"
2017,"Annals of the American Academy of Political and Social Science"
2017,"Annals of the American Association of Geographers"
2017,"Annals of the American Thoracic Society"
2017,"Annals of the New York Academy of Sciences"
2017,"Annual Review of Animal Biosciences"
2017,"Annual Review of Economics"
2017,"Annual Review of Food Science and Technology"
2017,"Annual Review of Public Health"
2017,"Annual Review of Resource Economics"
2017,"Annual Review of Sociology"
2017,"Ant-Plant Interactions: Impacts of Humans on Terrestrial Ecosystems"
2017,"Anthropocene"
2017,"Anthrozoos"
2017,"ANZ Journal of Surgery"
2017,"APA Planning Advisory Service Reports"
2017,"Apidologie"
2017,"Appetite"
2017,"Applied Clinical Informatics"
2017,"Applied Economic Perspectives and Policy"
2017,"Applied Economics"
2017,"Applied Economics Letters"
2017,"Applied Energy"
2017,"Applied Engineering in Agriculture"
2017,"Applied Ergonomics"
2017,"Applied Geography"
2017,"Applied Physiology, Nutrition and Metabolism"
2017,"Applied Spatial Analysis and Policy"
2017,"Applied Tree Biology"
2017,"Applied Water Science"
2017,"Aquaculture Economics and Management"
2017,"Aquaculture Research"
2017,"Arab Geographical Journal"
2017,"Archives of Iranian Medicine"
2017,"Archives of Psychiatric Nursing"
2017,"Archives of Public Health"
2017,"Archives of Women's Mental Health"
2017,"Archivos de Zootecnia"
2017,"Arthritis Care and Research"
2017,"Asia Pacific Journal of Clinical Nutrition"
2017,"Asia-Pacific Social Science Review"
2017,"Asian and Pacific Migration Journal"
2017,"Asian Biomedicine"
2017,"Asian Journal of Agriculture and Biology"
2017,"Asian Social Work and Policy Review"
2017,"Asian Women"
2017,"Asian-Australasian Journal of Animal Sciences"
2017,"Asian-Pacific Economic Literature"
2017,"Atlantic Economic Journal"
2017,"Atmosphere"
2017,"Atmospheric Chemistry and Physics"
2017,"Atmospheric Pollution Research"
2017,"ATRF 2017 - Australasian Transport Research Forum 2017, Proceedings"
2017,"Auk"
2017,"Austral Ecology"
2017,"Austral Journal of Veterinary Sciences"
2017,"Australasian Journal of Environmental Management"
2017,"Australasian Journal on Ageing"
2017,"Australasian Medical Journal"
2017,"Australian and New Zealand Journal of Public Health"
2017,"Australian Geographer"
2017,"Australian Health Review"
2017,"Australian Journal of Agricultural and Resource Economics"
2017,"Australian Journal of Political Science"
2017,"Australian Journal of Primary Health"
2017,"Australian Journal of Psychology"
2017,"Australian Journal of Rural Health"
2017,"B.E. Journal of Economic Analysis and Policy"
2017,"Bacteriophages: Practical Applications for Nature's Biocontrol"
2017,"Behavior Genetics"
2017,"Behavioral and Brain Sciences"
2017,"Behavioral Medicine"
2017,"Beverages"
2017,"Big Book of Emergency Department Psychiatry: A Guide to Patient Centered Operational Improvement"
2017,"Big Hunger: The Unholy Alliance between Corporate America and Anti-Hunger Groups"
2017,"Bilingual Childcare: Hitches, Hurdles and Hopes"
2017,"Bio-Based Wood Adhesives: Preparation, Characterization, and Testing"
2017,"Biocatalysis and Agricultural Biotechnology"
2017,"Biodiversity and Conservation"
2017,"Biodiversity: Law, Policy and Governance"
2017,"Bioenergy and Land Use Change: Impact on Natural Capital and Ecosystem Services"
2017,"Bioenergy Research"
2017,"Bioenergy Systems for the Future: Prospects for Biofuels and Biohydrogen"
2017,"Biofuels Production and Processing Technology"
2017,"Biofuels, Bioproducts and Biorefining"
2017,"Biological Conservation"
2017,"Biomass and Bioenergy"
2017,"BioMed Research International"
2017,"Biometrika"
2017,"Biopolitical Disaster"
2017,"Bioresource Technology"
2017,"BioResources"
2017,"BioScience"
2017,"Biosensors and Bioelectronics"
2017,"Biosystems Engineering"
2017,"Biotechnology for Biofuels"
2017,"Biotechnology of Microbial Enzymes: Production, Biocatalysis and Industrial Applications"
2017,"Biotechnology: Recent Trends and Emerging Dimensions"
2017,"Bipolar Disorders"
2017,"Birth Defects Research"
2017,"Biting the Hands that Feed Us: How Fewer, Smarter Laws Would Make Our Food System More Sustainable"
2017,"BMC Family Practice"
2017,"BMC Genomics"
2017,"BMC Geriatrics"
2017,"BMC Infectious Diseases"
2017,"BMC Medicine"
2017,"BMC Microbiology"
2017,"BMC Nephrology"
2017,"BMC Palliative Care"
2017,"BMC Public Health"
2017,"BMC Research Notes"
2017,"BMC Veterinary Research"
2017,"BMJ Global Health"
2017,"BMJ Open"
2017,"BMJ Open Diabetes Research and Care"
2017,"Breastfeeding Medicine"
2017,"Breeding Insect Resistant Crops for Sustainable Agriculture"
2017,"British Food Journal"
2017,"British Journal of Educational Technology"
2017,"British Journal of Nutrition"
2017,"British Medical Bulletin"
2017,"Building a Climate Resilient Economy and Society: Challenges and Opportunities"
2017,"Building and Environment"
2017,"Buildings"
2017,"Built Environment"
2017,"Bulgarian Journal of Agricultural Science"
2017,"Bulletin of the New Zealand Society for Earthquake Engineering"
2017,"Bulletin of Volcanology"
2017,"CA Cancer Journal for Clinicians"
2017,"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources"
2017,"Cahiers de Geographie du Quebec"
2017,"Cahiers du Genre"
2017,"California Agriculture"
2017,"Cambridge Quarterly of Healthcare Ethics"
2017,"Canadian Entomologist"
2017,"Canadian Journal of Agricultural Economics"
2017,"Canadian Journal of Development Studies"
2017,"Canadian Journal of Economics"
2017,"Canadian Journal of Microbiology"
2017,"Canadian Journal of Plant Science"
2017,"Canadian Journal of Public Health"
2017,"Canadian Public Administration"
2017,"Cancer"
2017,"Cancer Causes and Control"
2017,"Cancer Epidemiology"
2017,"Cancer Epidemiology Biomarkers and Prevention"
2017,"Cancers"
2017,"Carbon Balance and Management"
2017,"Case Studies in the Environment"
2017,"Case Studies on Transport Policy"
2017,"Catena"
2017,"Cereal Chemistry"
2017,"Cereal Foods World"
2017,"Chemical Engineering Transactions"
2017,"Chemical Research in Toxicology"
2017,"Chemie-Ingenieur-Technik"
2017,"Chemistry and Water: The Science Behind Sustaining the World's Most Crucial Resource"
2017,"Child Abuse and Neglect"
2017,"Child Abuse: Children with Disabilities"
2017,"Child and Youth Care Forum"
2017,"Child Development"
2017,"Children and Forced Migration: Durable Solutions During Transient Years"
2017,"Children and Youth Services Review"
2017,"Children's Health and Wellbeing in Urban Environments"
2017,"Children's Health Care"
2017,"Chilean Journal of Agricultural and Animal Sciences"
2017,"China Agricultural Economic Review"
2017,"China and the Challenge of Economic Globalization: The Impact of WTO Membership"
2017,"China's Agricultural Development: Challenges and Prospects"
2017,"Chinese Economy"
2017,"Ciencia Rural"
2017,"CIN - Computers Informatics Nursing"
2017,"Circulation"
2017,"Circulation: Cardiovascular Quality and Outcomes"
2017,"Cities and Health"
2017,"City and Community"
2017,"Climate"
2017,"Climate and Development"
2017,"Climate Change"
2017,"Climate Change and Gender in Rich Countries: Work, public policy and action"
2017,"Climate Change Economics"
2017,"Climate Research"
2017,"Climate Risk Management"
2017,"Climatic Change"
2017,"Clinical and Experimental Optometry"
2017,"Clinical Chemistry"
2017,"Clinical Infectious Diseases"
2017,"Clinical Nutrition"
2017,"Clinical Orthopaedics and Related Research"
2017,"Clinical Pediatrics"
2017,"CMAJ"
2017,"Cogent Economics and Finance"
2017,"Cogent Food and Agriculture"
2017,"Cognitive Stimulation Therapy for Dementia: History, Evolution and Internationalism"
2017,"Communication Monographs"
2017,"Communications in Soil Science and Plant Analysis"
2017,"Communications in Statistics: Simulation and Computation"
