doi,"title",year
10.1016/j.agwat.2023.108402,"Quantification of unreported water use for supplemental crop irrigation in humid climates using publicly available agricultural data",2023
10.1108/BFJ-01-2019-0016,"Substitute or complementary: Relationship between U.S. farmers’ adoption of organic farming and direct marketing",2020
10.1108/BFJ-10-2021-1150,"Keep dreaming: how personality traits affects the recognition and exploitation of entrepreneurial opportunities in the agritourism industry",2022
10.1108/AFR-06-2021-0087,"Principal operators' farm risk attitudes in hot and cold climates",2022
10.1108/AFR-09-2021-0123,"The impact of farm-level variables on federal crop insurance coverage selections",2023
10.1108/AFR-02-2023-0027,"Estimating US farmers' speed of climate change adaptation: the case of subsurface tile drainage",2023
10.1108/AFR-05-2023-0054,"Beginning farmer status and financial performance differentials",2023
10.1108/AGJSR-09-2022-0164,"Technological advances in supply chain of processed foods during COVID-19: a review",2023
10.3389/fclim.2020.576653,"Building an Improved Drought Climatology Using Updated Drought Tools: A New Mexico Food-Energy-Water (FEW) Systems Focus",2020
10.3389/fclim.2019.00002,"Opportunities for Carbon Dioxide Removal Within the United States Department of Agriculture",2019
10.3389/fclim.2021.662847,"Product Diversification, Adaptive Management, and Climate Change: Farming and Family in the U.S. Corn Belt",2021
10.3389/fclim.2021.677548,"Examining Factors Associated With Farmers' Climate-Adaptive and Maladaptive Actions in the U.S. Midwest",2021
10.3389/fclim.2021.686440,"Implementing the Soil Enrichment Protocol at Scale: Opportunities for an Agricultural Carbon Market",2021
10.4314/GMJ.V55I2.4,"Challenges facing community health workers in promoting maternal and neonatal health in Bagamoyo and Mkuranga districts, Tanzania",2021
10.1002/ldr.3413,"Influence of land management on soil erosion, connectivity, and sediment delivery in agricultural catchments: Closing the sediment budget",2019
10.1002/ldr.4143,"Effect of socioeconomic and institutional factors and sustainable land management practices on soil fertility in smallholder farms in the Mahottari District, Nepal",2022
10.1175/WCAS-D-16-0057.1,"Farmer interest in and uses of climate forecasts for Florida and the carolinas: Conditional perspectives of extension personnel",2018
10.1175/WCAS-D-16-0106.1,"Addressing climate change impacts on agriculture and natural resources: Barriers and priorities for land-grant universities in the northeastern United States",2017
10.1175/WCAS-D-18-0086.1,"The influence of objective and perceived adaptive capacity on midwestern farmers’ use of cover crops",2019
10.1175/WCAS-D-19-0049.1,"Visualizing climate change adaptation: An effective tool for agricultural outreach?",2020
10.1175/WCAS-D-19-0097.1,"Climate change, agency decision-making, and the resilience of land-based livelihoods",2020
10.1175/WCAS-D-20-0070.1,"Accounting for geographic basis risk in heat index insurance: How spatial interpolation can reduce the cost of risk",2021
10.1175/WCAS-D-20-0058.1,"Uncertainty in the ‘‘new normal’’: Understanding the role of climate change beliefs and risk perceptions in michigan tree fruit growers’ adaptation behaviors",2021
10.1139/cjas-2020-0022,"Strategies to improve the efficiency of beef cattle production",2021
10.1553/moegg162s469,"The socio-spatial aspect of rurality – A case study of rural settlements in Central Serbia",2020
10.1505/146554822835224784,"Understanding Community Awareness, Knowledge and Perceived Importance of Land-Use Plans and Village Land Forest Reserves in the Context of REDD+ in Tanzania",2022
10.1016/j.aqrep.2021.100716,"Optimizing microalgae diets for hard clam, Mercenaria mercenaria, larvae culture",2021
10.1016/j.geomorph.2019.05.018,"Patterns of legacy sediment deposits in a small South Carolina Piedmont catchment, USA",2019
10.1016/j.geomorph.2022.108140,"Big Pine Creek Ditch revisited: Planform recovery to channelization and the timescale of river meandering",2022
10.1016/j.geomorph.2022.108304,"An Anthropocene chronosequence study on upland soils in the northeastern USA",2022
10.1016/j.ergon.2020.102941,"Work posture, working conditions and musculoskeletal outcomes in agricultural workers",2020
10.1016/j.sciaf.2018.e00013,"Potato market access, marketing efficiency and on-farm value addition in Uganda",2018
10.4158/1934-2403-23.7.885,"To the editor",2017
10.2514/6.2018-5417,"A proposed BFS greenhouse for an initial mars base",2018
10.2105/AJPH.2019.305476,"Shiga Toxin-Producing Escherichia coli (STEC) O157:H7 and romaine lettuce: Source labeling, prevention, and business",2020
10.1186/s12917-020-02617-8,"Veterinarian barriers to knowledge translation (KT) within the context of swine infectious disease research: an international survey of swine veterinarians",2020
10.1186/s12917-022-03188-6,"Predicting the time to detect moderately virulent African swine fever virus in finisher swine herds using a stochastic disease transmission model",2022
10.1111/asj.12787,"Genetic relationships between temperament of calves at auction and carcass traits in Japanese Black cattle",2017
10.1111/gcb.13378,"Elevated CO2 and temperature increase soil C losses from a soybean–maize ecosystem",2017
10.1111/gcb.13946,"Increasing drought and diminishing benefits of elevated carbon dioxide for soybean yields across the US Midwest",2018
10.1111/gcb.14074,"Long-term terrestrial carbon dynamics in the Midwestern United States during 1850–2015: Roles of land use and cover change and agricultural management",2018
10.1111/gcb.14307,"A spatially explicit representation of conservation agriculture for application in global change studies",2018
10.1111/gcb.14472,"The greenhouse gas cost of agricultural intensification with groundwater irrigation in a Midwest U.S. row cropping system",2018
10.1111/gcb.14628,"Excessive rainfall leads to maize yield loss of a comparable magnitude to extreme drought in the United States",2019
10.1111/gcb.14725,"Observation of irrigation-induced climate change in the Midwest United States",2019
10.1111/gcb.15396,"Recent collapse of crop belts and declining diversity of US agriculture since 1840",2021
10.1111/gcb.15565,"Lengthening of maize maturity time is not a widespread climate change adaptation strategy in the US Midwest",2021
10.1590/s1984-29612020065,"Correlation between climate data and land altitude for fasciola hepatica infection in cattle in Santa Catarina, Brazil",2020
10.1079/9781789246162.0013,"Fasciola gigantica and Fasciola Hybrids in Southeast Asia",2021
10.1017/S095026881600193X,"A geostatistical investigation of agricultural and infrastructural risk factors associated with primary verotoxigenic E. coli (VTEC) infection in the Republic of Ireland, 2008-2013",2017
10.1017/S0950268817001418,"An assessment of Irish farmers' knowledge of the risk of spread of infection from animals to humans and their transmission prevention practices",2017
10.1017/S0950268818002443,"Implementing large Foot and Mouth Disease vaccination programmes for smallholder farmers: Lessons from Lao PDR",2018
10.1017/S0950268819000797,"Seasonality and zoonotic foodborne pathogens in Canada: Relationships between climate and Campylobacter, E. coli and Salmonella in meat products",2019
10.1139/er-2017-0005,"Estrogens: Properties, behaviors, and fate in dairy manure-amended soils",2017
10.1139/er-2018-0101,"Soil and water management: Opportunities to mitigate nutrient losses to surface waters in the northern great plains",2019
10.1139/er-2020-0071,"Integrating watershed and ecosystem service models to assess best management practice efficiency: Guidelines for lake Erie managers and watershed modellers",2021
10.1139/er-2020-0070,"A review of the current state of process-based and data-driven modelling: Guidelines for lake erie managers and watershed modellers",2021
10.5194/bg-15-7059-2018,"Integrating multimedia models to assess nitrogen losses from the Mississippi River basin to the Gulf of Mexico",2018
10.1016/j.jge.2022.100035,"State capacity and the post office: Evidence from nineteenth century Quebec",2022
10.1016/j.jge.2023.100071,"Weak states and the commons: Fisheries and economic development in the Gaspé Peninsula circa 1830",2023
10.1016/j.jhydrol.2017.06.037,"Do climate factors matter for producers’ irrigation practices decisions?",2017
10.1016/j.jhydrol.2021.126303,"Exploring the impacts of the inequality of water permit allocation and farmers’ behaviors on the performance of an agricultural water market",2021
10.1016/j.jhydrol.2021.126594,"Quantifying the spatiotemporal dynamics of recharge in a composite Great Lakes watershed using a high-resolution hydrology model and multi-source data",2021
10.1016/j.esr.2021.100675,"A deep decarbonization pathway for Peru's rainforest",2021
10.1016/j.ijhm.2017.10.011,"The theory of planned behavior and the norm activation model approach to consumer behavior regarding organic menus",2018
10.1108/IJCCSM-01-2018-0007,"Who is quitting? An analysis of the dis-adoption of climate smart sorghum varieties in Tanzania",2019
10.3389/frwa.2021.786016,"Center Pivot Irrigation Systems and Where to Find Them: A Deep Learning Approach to Provide Inputs to Hydrologic and Economic Models",2021
10.3389/frwa.2022.918035,"Assessing Farmer Incentives for Transitioning Toward Sustainable Agriculture and Provisioning of Clean Water",2022
10.3389/frwa.2022.892451,"Extraction, analysis, and occurrence of per- and polyfluoroalkyl substances (PFAS) in wastewater and after municipal biosolids land application to determine agricultural loading",2022
10.1656/045.024.0sp802,"Introduction: The Natural History of Agricultural Landscapes",2017
10.1656/045.024.0sp807,"The Effect of Grazing Regime on Grassland Bird Abundance in New York State",2017
10.1656/045.025.0314,"Bees (Hymenoptera: Apoidea) Foraging on American Cranberry in Massachusetts",2018
10.1656/045.028.0108,"Birth-Site Selection by White-Tailed Deer in an Area with Low Risk of Predation",2021
10.1111/jam.13689,"Impact of storm runoff on Salmonella and Escherichia coli prevalence in irrigation ponds of fresh produce farms in southern Georgia",2018
10.1175/JAMC-D-16-0292.1,"Mesoscale modeling of the meteorological impacts of irrigation during the 2012 central plains drought",2017
10.1175/JAMC-D-17-0246.1,"Assessing decision timing and seasonal climate forecast needs of winter wheat producers in the South-Central United States",2018
10.1175/JAMC-D-21-0105.1,"Meeting the Drought Information Needs of Midwest Perennial Specialty Crop Producers",2022
10.1175/JAMC-D-22-0107.1,"Climate Change Effects on Irrigated Corn Growth in the Lower Mississippi Delta",2023
10.13031/jash.11959,"Hazard identification and risk assessment for improving farm safety on Canadian farms",2017
10.13031/jash.12146,"Estimating the cost of agricultural morbidity in maine and New Hampshire",2018
